################################################################################
# START META
#
# ID: P_4_1199_55_FCA4
# TOTAL KM: 728.5
# TOTAL TIME [h]: 16.4 
# NUMBER OF VEHICLES: 2
# REFERENCE DOI: 10.5281/zenodo.3669986
# AVAILABLE MAPS: VEHICLE SPEED - CO2 - MEAN NOX - STD - Q25 - Q75 - COUNT, ENGINE SPEED - CO2 - MEAN NOX - STD - Q25 - Q75 - COUNT
# END META
################################################################################
# START VEHICLE SPEED - CO2 - MEAN NOX - STD - Q25 - Q75 - COUNT
#
# NOTES: [SEMS monitoring]
# XLABEL: Vehicle Speed upper bin limit [km/h]
# YLABEL: CO2 upper bin limit [g/s]
# Z1LABEL: Average NOX emissions [mg/s]
# Z2LABEL: Standard deviation NOX emissions [mg/s]
# Z3LABEL: 0.25 quantile NOX emissions [mg/s]
# Z4LABEL: 0.75 quantile NOX emissions [mg/s]
# Z5LABEL: Count per bin [#]
# START DATA VEHICLE SPEED - CO2 - MEAN NOX - STD - Q25 - Q75 - COUNT
X,Y,Z1,Z2,Z3,Z4,Z5
5.259905133928571,0.0,0.0,0.0,0.0,0.0,0.0
5.259905133928571,0.2021165102724067,0.6659083002908792,0.18279078909108606,0.008291870830426583,0.008291870830426583,6.0
5.259905133928571,0.4042330205448134,8.76410111488534,0.05727879916320552,0.0118647296942009,0.0118647296942009,217.0
5.259905133928571,0.6063495308172201,106.21505418264935,0.09323336185456269,0.0152546524639726,0.0152546524639726,1820.0
5.259905133928571,0.8084660410896268,63.73886919525787,0.3303213170634761,0.0340676887646205,0.0340676887646205,337.0
5.259905133928571,1.0105825513620335,63.257516876924804,0.61106425394962,0.038133155173265695,0.038133155173265695,216.0
5.259905133928571,1.2126990616344402,55.65919051359846,0.8176043103166595,0.055079896009577994,0.055079896009577994,126.0
5.259905133928571,1.414815571906847,60.7563976957346,0.8681808731324143,0.05822895840768243,0.05822895840768243,104.0
5.259905133928571,1.6169320821792537,54.66462385408899,0.9899138467793034,0.07259172204868919,0.07259172204868919,75.0
5.259905133928571,1.8190485924516604,63.80982134780606,1.5737114476417826,0.12339318881968901,0.12339318881968901,53.0
5.259905133928571,2.021165102724067,37.697962051351375,1.1472290785675725,0.21759810973213226,0.21759810973213226,36.0
5.259905133928571,2.2232816129964736,68.71482207424769,2.0401187592253396,0.35609965791038595,0.35609965791038595,32.0
5.259905133928571,2.4253981232688804,57.300203569727735,2.1523540964756642,0.6445726276547745,0.6445726276547745,23.0
5.259905133928571,2.627514633541287,38.83398064770809,3.0075180645271757,0.29043163330018895,0.29043163330018895,17.0
5.259905133928571,2.829631143813694,21.049555942758772,2.634679245966162,0.5896770658017839,0.5896770658017839,8.0
5.259905133928571,3.0317476540861006,18.49639323467061,3.225992034653913,0.8809561797944159,0.8809561797944159,5.0
5.259905133928571,3.2338641643585073,14.91489745437222,3.756160193484434,2.92300328227026,2.92300328227026,3.0
5.259905133928571,3.435980674630914,5.4592587505441905,,5.4592587505441905,5.4592587505441905,1.0
5.259905133928571,3.638097184903321,2.5380747915717876,1.7304531980425664,0.6572298003549707,0.6572298003549707,2.0
5.259905133928571,3.8402136951757275,14.75315576421944,4.989082932259599,2.04507684595132,2.04507684595132,3.0
5.259905133928571,4.042330205448134,5.173869627364031,,5.173869627364031,5.173869627364031,1.0
5.259905133928571,4.2444467157205406,0.0,0.0,0.0,0.0,0.0
5.259905133928571,4.446563225992947,0.0,0.0,0.0,0.0,0.0
5.259905133928571,4.648679736265354,0.0,0.0,0.0,0.0,0.0
5.259905133928571,4.850796246537761,4.706568773551,,4.706568773551,4.706568773551,1.0
5.259905133928571,5.0529127568101675,3.7307795042722303,,3.7307795042722303,3.7307795042722303,1.0
5.259905133928571,5.255029267082574,12.926623001831869,2.1754312725892575,5.694180398489362,5.694180398489362,2.0
5.259905133928571,5.457145777354981,0.0,0.0,0.0,0.0,0.0
5.259905133928571,5.659262287627388,0.0,0.0,0.0,0.0,0.0
5.259905133928571,5.861378797899794,0.0,0.0,0.0,0.0,0.0
5.259905133928571,6.063495308172201,0.0,0.0,0.0,0.0,0.0
5.259905133928571,6.265611818444608,0.8229885004313199,,0.8229885004313199,0.8229885004313199,1.0
5.259905133928571,6.467728328717015,0.0,0.0,0.0,0.0,0.0
5.259905133928571,6.669844838989421,0.0,0.0,0.0,0.0,0.0
5.259905133928571,6.871961349261828,0.0,0.0,0.0,0.0,0.0
5.259905133928571,7.074077859534235,0.0,0.0,0.0,0.0,0.0
5.259905133928571,7.276194369806642,0.0,0.0,0.0,0.0,0.0
5.259905133928571,7.478310880079048,0.0,0.0,0.0,0.0,0.0
5.259905133928571,7.680427390351455,0.0,0.0,0.0,0.0,0.0
5.259905133928571,7.882543900623862,0.0,0.0,0.0,0.0,0.0
5.259905133928571,8.084660410896268,0.0,0.0,0.0,0.0,0.0
